Category,Day,Amount,Date,Month
shoes,14,,14/03/2023,MARCH
shoes,15,,15/03/2023,MARCH
shoes,16,,16/03/2023,MARCH
shoes,17,,17/03/2023,MARCH
shoes,18,,18/03/2023,MARCH
shoes,19,,19/03/2023,MARCH
shoes,20,,20/03/2023,MARCH
shoes,21,,21/03/2023,MARCH
shoes,22,,22/03/2023,MARCH
shoes,23,,23/03/2023,MARCH
shoes,24,,24/03/2023,MARCH
shoes,25,,25/03/2023,MARCH
shoes,26,,26/03/2023,MARCH
shoes,27,,27/03/2023,MARCH
shoes,28,,28/03/2023,MARCH
shoes,29,,29/03/2023,MARCH
shoes,30,,30/03/2023,MARCH
shoes,31,,31/03/2023,MARCH
Travel/ Vacations ,2,,02/03/2023,MARCH
Travel/ Vacations ,3,,03/03/2023,MARCH
Travel/ Vacations ,4,,04/03/2023,MARCH
Travel/ Vacations ,5,,05/03/2023,MARCH
Travel/ Vacations ,6,,06/03/2023,MARCH
Travel/ Vacations ,7,,07/03/2023,MARCH
Travel/ Vacations ,8,,08/03/2023,MARCH
Travel/ Vacations ,9,,09/03/2023,MARCH
Travel/ Vacations ,10,,10/03/2023,MARCH
Travel/ Vacations ,11,,11/03/2023,MARCH
Travel/ Vacations ,12,,12/03/2023,MARCH
Travel/ Vacations ,13,,13/03/2023,MARCH
Travel/ Vacations ,14,,14/03/2023,MARCH
Travel/ Vacations ,15,,15/03/2023,MARCH
Travel/ Vacations ,16,,16/03/2023,MARCH
Travel/ Vacations ,17,,17/03/2023,MARCH
Travel/ Vacations ,18,,18/03/2023,MARCH
Travel/ Vacations ,19,,19/03/2023,MARCH
Travel/ Vacations ,20,,20/03/2023,MARCH
Travel/ Vacations ,21,,21/03/2023,MARCH
Travel/ Vacations ,22,,22/03/2023,MARCH
Travel/ Vacations ,23,,23/03/2023,MARCH
Travel/ Vacations ,24,,24/03/2023,MARCH
Travel/ Vacations ,25,,25/03/2023,MARCH
Travel/ Vacations ,26,,26/03/2023,MARCH
Travel/ Vacations ,27,,27/03/2023,MARCH
Travel/ Vacations ,28,,28/03/2023,MARCH
Travel/ Vacations ,29,,29/03/2023,MARCH
Travel/ Vacations ,30,,30/03/2023,MARCH
Travel/ Vacations ,31,,31/03/2023,MARCH
Outings,2,,02/03/2023,MARCH
Outings,3,,03/03/2023,MARCH
Outings,4,,04/03/2023,MARCH
Outings,5,,05/03/2023,MARCH
Outings,6,,06/03/2023,MARCH
Outings,7,,07/03/2023,MARCH
Outings,8,,08/03/2023,MARCH
Outings,9,,09/03/2023,MARCH
Outings,10,,10/03/2023,MARCH
Outings,11,,11/03/2023,MARCH
Outings,12,,12/03/2023,MARCH
Outings,13,,13/03/2023,MARCH
Outings,14,,14/03/2023,MARCH
Outings,15,,15/03/2023,MARCH
Outings,16,200,16/03/2023,MARCH
Outings,17,,17/03/2023,MARCH
Outings,18,,18/03/2023,MARCH
Outings,19,,19/03/2023,MARCH
Outings,20,,20/03/2023,MARCH
Outings,21,,21/03/2023,MARCH
Outings,22,,22/03/2023,MARCH
Outings,23,,23/03/2023,MARCH
Outings,24,,24/03/2023,MARCH
Outings,25,,25/03/2023,MARCH
Outings,26,,26/03/2023,MARCH
Outings,27,,27/03/2023,MARCH
Outings,28,,28/03/2023,MARCH
Outings,29,,29/03/2023,MARCH
Outings,30,,30/03/2023,MARCH
Outings,31,,31/03/2023,MARCH
Toiletries/Groceries,2,,02/03/2023,MARCH
Toiletries/Groceries,3,30,03/03/2023,MARCH
Toiletries/Groceries,4,,04/03/2023,MARCH
Toiletries/Groceries,5,,05/03/2023,MARCH
Toiletries/Groceries,6,39,06/03/2023,MARCH
Toiletries/Groceries,7,,07/03/2023,MARCH
Toiletries/Groceries,8,,08/03/2023,MARCH
Toiletries/Groceries,9,,09/03/2023,MARCH
Toiletries/Groceries,10,,10/03/2023,MARCH
Toiletries/Groceries,11,,11/03/2023,MARCH
Toiletries/Groceries,12,,12/03/2023,MARCH
Toiletries/Groceries,13,,13/03/2023,MARCH
Toiletries/Groceries,14,,14/03/2023,MARCH
Toiletries/Groceries,15,,15/03/2023,MARCH
Toiletries/Groceries,16,,16/03/2023,MARCH
Toiletries/Groceries,17,,17/03/2023,MARCH
Toiletries/Groceries,18,,18/03/2023,MARCH
Toiletries/Groceries,19,,19/03/2023,MARCH
Toiletries/Groceries,20,,20/03/2023,MARCH
Toiletries/Groceries,21,,21/03/2023,MARCH
Toiletries/Groceries,22,,22/03/2023,MARCH
Toiletries/Groceries,23,,23/03/2023,MARCH
Toiletries/Groceries,24,48.48,24/03/2023,MARCH
Toiletries/Groceries,25,,25/03/2023,MARCH
Toiletries/Groceries,26,,26/03/2023,MARCH
Toiletries/Groceries,27,,27/03/2023,MARCH
Toiletries/Groceries,28,,28/03/2023,MARCH
Toiletries/Groceries,29,,29/03/2023,MARCH
Toiletries/Groceries,30,,30/03/2023,MARCH
Toiletries/Groceries,31,,31/03/2023,MARCH
Transportation ,1,38,01/03/2023,MARCH
Transportation ,2,38,02/03/2023,MARCH
Transportation ,3,29,03/03/2023,MARCH
Transportation ,4,8,04/03/2023,MARCH
Transportation ,5,,05/03/2023,MARCH
Transportation ,6,,06/03/2023,MARCH
Transportation ,7,14,07/03/2023,MARCH
Transportation ,8,,08/03/2023,MARCH
Transportation ,9,4.5,09/03/2023,MARCH
Transportation ,10,56,10/03/2023,MARCH
Transportation ,11,,11/03/2023,MARCH
Transportation ,12,,12/03/2023,MARCH
Transportation ,13,,13/03/2023,MARCH
Transportation ,14,21,14/03/2023,MARCH
Transportation ,15,13,15/03/2023,MARCH
Transportation ,16,,16/03/2023,MARCH
Transportation ,17,10,17/03/2023,MARCH
Transportation ,18,,18/03/2023,MARCH
Transportation ,19,,19/03/2023,MARCH
Transportation ,20,22.5,20/03/2023,MARCH
Transportation ,21,33,21/03/2023,MARCH
Transportation ,22,25.5,22/03/2023,MARCH
Transportation ,23,5.5,23/03/2023,MARCH
Transportation ,24,62,24/03/2023,MARCH
Transportation ,25,89,25/03/2023,MARCH
Transportation ,26,,26/03/2023,MARCH
Transportation ,27,25.5,27/03/2023,MARCH
Transportation ,28,26,28/03/2023,MARCH
Transportation ,29,27,29/03/2023,MARCH
Transportation ,30,26,30/03/2023,MARCH
Transportation ,31,70.5,31/03/2023,MARCH
Miscellaneous,2,,02/03/2023,MARCH
Miscellaneous,3,,03/03/2023,MARCH
Miscellaneous,4,,04/03/2023,MARCH
Miscellaneous,5,,05/03/2023,MARCH
Miscellaneous,6,,06/03/2023,MARCH
Miscellaneous,7,95,07/03/2023,MARCH
Miscellaneous,8,,08/03/2023,MARCH
Miscellaneous,9,,09/03/2023,MARCH
Miscellaneous,10,50,10/03/2023,MARCH
Miscellaneous,11,65,11/03/2023,MARCH
Miscellaneous,12,,12/03/2023,MARCH
Miscellaneous,13,,13/03/2023,MARCH
Miscellaneous,14,2,14/03/2023,MARCH
Miscellaneous,15,,15/03/2023,MARCH
Miscellaneous,16,,16/03/2023,MARCH
Miscellaneous,17,,17/03/2023,MARCH
Miscellaneous,18,,18/03/2023,MARCH
Miscellaneous,19,,19/03/2023,MARCH
Miscellaneous,20,,20/03/2023,MARCH
Miscellaneous,21,,21/03/2023,MARCH
Miscellaneous,22,,22/03/2023,MARCH
Miscellaneous,23,,23/03/2023,MARCH
Miscellaneous,24,,24/03/2023,MARCH
Miscellaneous,25,,25/03/2023,MARCH
Miscellaneous,26,,26/03/2023,MARCH
Miscellaneous,27,,27/03/2023,MARCH
Miscellaneous,28,,28/03/2023,MARCH
Miscellaneous,29,,29/03/2023,MARCH
Miscellaneous,30,,30/03/2023,MARCH
Miscellaneous,31,,31/03/2023,MARCH
Apple Subscriptions,2,,02/03/2023,MARCH
Apple Subscriptions,3,,03/03/2023,MARCH
Apple Subscriptions,4,,04/03/2023,MARCH
Apple Subscriptions,5,,05/03/2023,MARCH
Apple Subscriptions,6,,06/03/2023,MARCH
Apple Subscriptions,7,,07/03/2023,MARCH
Apple Subscriptions,8,,08/03/2023,MARCH
Apple Subscriptions,9,,09/03/2023,MARCH
Apple Subscriptions,10,,10/03/2023,MARCH
Apple Subscriptions,11,,11/03/2023,MARCH
Apple Subscriptions,12,,12/03/2023,MARCH
Apple Subscriptions,13,,13/03/2023,MARCH
Apple Subscriptions,14,,14/03/2023,MARCH
Apple Subscriptions,15,,15/03/2023,MARCH
Apple Subscriptions,16,,16/03/2023,MARCH
Apple Subscriptions,17,,17/03/2023,MARCH
Apple Subscriptions,18,,18/03/2023,MARCH
Apple Subscriptions,19,,19/03/2023,MARCH
Apple Subscriptions,20,,20/03/2023,MARCH
Apple Subscriptions,21,,21/03/2023,MARCH
Apple Subscriptions,22,,22/03/2023,MARCH
Apple Subscriptions,23,,23/03/2023,MARCH
Apple Subscriptions,24,,24/03/2023,MARCH
Apple Subscriptions,25,,25/03/2023,MARCH
Apple Subscriptions,26,13.25,26/03/2023,MARCH
Apple Subscriptions,27,,27/03/2023,MARCH
Apple Subscriptions,28,,28/03/2023,MARCH
Apple Subscriptions,29,,29/03/2023,MARCH
Apple Subscriptions,30,,30/03/2023,MARCH
Apple Subscriptions,31,,31/03/2023,MARCH
Google 1,2,,02/03/2023,MARCH
Google 1,3,,03/03/2023,MARCH
Google 1,4,,04/03/2023,MARCH
Google 1,5,,05/03/2023,MARCH
Google 1,6,,06/03/2023,MARCH
Google 1,7,,07/03/2023,MARCH
Google 1,8,,08/03/2023,MARCH
Google 1,9,,09/03/2023,MARCH
Google 1,10,9,10/03/2023,MARCH
Google 1,11,,11/03/2023,MARCH
Google 1,12,,12/03/2023,MARCH
Google 1,13,,13/03/2023,MARCH
Google 1,14,,14/03/2023,MARCH
Google 1,15,,15/03/2023,MARCH
Google 1,16,,16/03/2023,MARCH
Google 1,17,,17/03/2023,MARCH
Google 1,18,,18/03/2023,MARCH
Google 1,19,,19/03/2023,MARCH
Google 1,20,,20/03/2023,MARCH
Google 1,21,,21/03/2023,MARCH
Google 1,22,,22/03/2023,MARCH
Google 1,23,,23/03/2023,MARCH
Google 1,24,,24/03/2023,MARCH
Google 1,25,,25/03/2023,MARCH
Google 1,26,,26/03/2023,MARCH
Google 1,27,,27/03/2023,MARCH
Google 1,28,,28/03/2023,MARCH
Google 1,29,,29/03/2023,MARCH
Google 1,30,,30/03/2023,MARCH
Google 1,31,,31/03/2023,MARCH
Netflix,2,,02/03/2023,MARCH
Netflix,3,,03/03/2023,MARCH
Netflix,4,,04/03/2023,MARCH
Netflix,5,,05/03/2023,MARCH
Netflix,6,,06/03/2023,MARCH
Netflix,7,,07/03/2023,MARCH
Netflix,8,,08/03/2023,MARCH
Netflix,9,,09/03/2023,MARCH
Netflix,10,,10/03/2023,MARCH
Netflix,11,,11/03/2023,MARCH
Netflix,12,,12/03/2023,MARCH
Netflix,13,,13/03/2023,MARCH
Netflix,14,,14/03/2023,MARCH
Netflix,15,,15/03/2023,MARCH
Netflix,16,,16/03/2023,MARCH
Netflix,17,,17/03/2023,MARCH
Netflix,18,,18/03/2023,MARCH
Netflix,19,108.57,19/03/2023,MARCH
Netflix,20,,20/03/2023,MARCH
Netflix,21,,21/03/2023,MARCH
Netflix,22,,22/03/2023,MARCH
Netflix,23,,23/03/2023,MARCH
Netflix,24,,24/03/2023,MARCH
Netflix,25,,25/03/2023,MARCH
Netflix,26,,26/03/2023,MARCH
Netflix,27,,27/03/2023,MARCH
Netflix,28,,28/03/2023,MARCH
Netflix,29,,29/03/2023,MARCH
Netflix,30,,30/03/2023,MARCH
Netflix,31,,31/03/2023,MARCH
Amuse,2,,02/03/2023,MARCH
Amuse,3,,03/03/2023,MARCH
Amuse,4,,04/03/2023,MARCH
Amuse,5,,05/03/2023,MARCH
Amuse,6,,06/03/2023,MARCH
Amuse,7,,07/03/2023,MARCH
Amuse,8,,08/03/2023,MARCH
Amuse,9,,09/03/2023,MARCH
Amuse,10,,10/03/2023,MARCH
Amuse,11,,11/03/2023,MARCH
Amuse,12,,12/03/2023,MARCH
Amuse,13,,13/03/2023,MARCH
Amuse,14,,14/03/2023,MARCH
Amuse,15,,15/03/2023,MARCH
Amuse,16,,16/03/2023,MARCH
Amuse,17,,17/03/2023,MARCH
Amuse,18,,18/03/2023,MARCH
Amuse,19,,19/03/2023,MARCH
Amuse,20,,20/03/2023,MARCH
Amuse,21,,21/03/2023,MARCH
Amuse,22,,22/03/2023,MARCH
Amuse,23,,23/03/2023,MARCH
Amuse,24,,24/03/2023,MARCH
Amuse,25,,25/03/2023,MARCH
Amuse,26,,26/03/2023,MARCH
Amuse,27,,27/03/2023,MARCH
Amuse,28,,28/03/2023,MARCH
Amuse,29,,29/03/2023,MARCH
Amuse,30,,30/03/2023,MARCH
Amuse,31,,31/03/2023,MARCH
electricity,2,,02/03/2023,MARCH
electricity,3,,03/03/2023,MARCH
electricity,4,,04/03/2023,MARCH
electricity,5,,05/03/2023,MARCH
electricity,6,,06/03/2023,MARCH
electricity,7,,07/03/2023,MARCH
electricity,8,,08/03/2023,MARCH
electricity,9,,09/03/2023,MARCH
electricity,10,,10/03/2023,MARCH
electricity,11,,11/03/2023,MARCH
electricity,12,,12/03/2023,MARCH
electricity,13,,13/03/2023,MARCH
electricity,14,,14/03/2023,MARCH
electricity,15,,15/03/2023,MARCH
electricity,16,,16/03/2023,MARCH
electricity,17,,17/03/2023,MARCH
electricity,18,,18/03/2023,MARCH
electricity,19,,19/03/2023,MARCH
electricity,20,,20/03/2023,MARCH
electricity,21,,21/03/2023,MARCH
electricity,22,,22/03/2023,MARCH
electricity,23,,23/03/2023,MARCH
electricity,24,,24/03/2023,MARCH
electricity,25,,25/03/2023,MARCH
electricity,26,,26/03/2023,MARCH
electricity,27,,27/03/2023,MARCH
electricity,28,,28/03/2023,MARCH
electricity,29,,29/03/2023,MARCH
electricity,30,,30/03/2023,MARCH
electricity,31,,31/03/2023,MARCH
Account Charges,2,,02/03/2023,MARCH
Account Charges,3,,03/03/2023,MARCH
Account Charges,4,,04/03/2023,MARCH
Account Charges,5,,05/03/2023,MARCH
Account Charges,6,,06/03/2023,MARCH
Account Charges,7,,07/03/2023,MARCH
Account Charges,8,,08/03/2023,MARCH
Account Charges,9,,09/03/2023,MARCH
Account Charges,10,,10/03/2023,MARCH
Account Charges,11,,11/03/2023,MARCH
Account Charges,12,,12/03/2023,MARCH
Account Charges,13,,13/03/2023,MARCH
Account Charges,14,,14/03/2023,MARCH
Account Charges,15,,15/03/2023,MARCH
Account Charges,16,,16/03/2023,MARCH
Account Charges,17,,17/03/2023,MARCH
Account Charges,18,,18/03/2023,MARCH
Account Charges,19,,19/03/2023,MARCH
Account Charges,20,,20/03/2023,MARCH
Account Charges,21,10,21/03/2023,MARCH
Account Charges,22,14,22/03/2023,MARCH
Account Charges,23,4,23/03/2023,MARCH
Account Charges,24,,24/03/2023,MARCH
Account Charges,25,,25/03/2023,MARCH
Account Charges,26,,26/03/2023,MARCH
Account Charges,27,,27/03/2023,MARCH
Account Charges,28,,28/03/2023,MARCH
Account Charges,29,,29/03/2023,MARCH
Account Charges,30,,30/03/2023,MARCH
Account Charges,31,,31/03/2023,MARCH
Tithe,1,,01/04/2023,APRIL
Tithe,23,385,23/04/2023,APRIL
Data,6,300,06/04/2023,APRIL
Savings/ Investment ,1,,01/04/2023,APRIL
Savings/ Investment ,20,500,20/04/2023,APRIL
Hair / Gym,20,20,20/04/2023,APRIL
Food,1,108.35,01/04/2023,APRIL
Food,3,21,03/04/2023,APRIL
Food,4,7.5,04/04/2023,APRIL
Food,5,20,05/04/2023,APRIL
Food,7,17,07/04/2023,APRIL
Food,10,20,10/04/2023,APRIL
Food,12,20,12/04/2023,APRIL
Food,13,8,13/04/2023,APRIL
Food,14,15,14/04/2023,APRIL
Food,16,32.5,16/04/2023,APRIL
Food,19,40,19/04/2023,APRIL
Food,20,13,20/04/2023,APRIL
Food,21,101,21/04/2023,APRIL
Food,22,231,22/04/2023,APRIL
Food,23,12,23/04/2023,APRIL
Food,24,48,24/04/2023,APRIL
Food,25,14,25/04/2023,APRIL
Food,26,5,26/04/2023,APRIL
Food,27,20,27/04/2023,APRIL
Food,28,97,28/04/2023,APRIL
Healthcare,18,17,18/04/2023,APRIL
Healthcare,22,,22/04/2023,APRIL
Clothes/ Shoes/ Jewelry ,1,,01/04/2023,APRIL
Clothes/ Shoes/ Jewelry ,20,470,20/04/2023,APRIL
Travel/ Vacations ,1,,01/04/2023,APRIL
Outings,1,,01/04/2023,APRIL
Outings,4,100,04/04/2023,APRIL
Toiletries/Groceries,1,,01/04/2023,APRIL
Toiletries/Groceries,2,136.92,02/04/2023,APRIL
Toiletries/Groceries,3,39,03/04/2023,APRIL
Toiletries/Groceries,9,4,09/04/2023,APRIL
Toiletries/Groceries,10,4.5,10/04/2023,APRIL
Toiletries/Groceries,22,95.97,22/04/2023,APRIL
Toiletries/Groceries,24,72.5,24/04/2023,APRIL
Transportation ,1,,01/04/2023,APRIL
Transportation ,2,62,02/04/2023,APRIL
Transportation ,4,17,04/04/2023,APRIL
Transportation ,5,20,05/04/2023,APRIL
Transportation ,6,13,06/04/2023,APRIL
Transportation ,7,13,07/04/2023,APRIL
Transportation ,9,45,09/04/2023,APRIL
Transportation ,10,32,10/04/2023,APRIL
Transportation ,14,14,14/04/2023,APRIL
Transportation ,15,50,15/04/2023,APRIL
Transportation ,16,49,16/04/2023,APRIL
Transportation ,19,30,19/04/2023,APRIL
Transportation ,21,53,21/04/2023,APRIL
Transportation ,22,16,22/04/2023,APRIL
Transportation ,23,40,23/04/2023,APRIL
Transportation ,28,6,28/04/2023,APRIL
Miscellaneous,1,,01/04/2023,APRIL
Miscellaneous,5,5,05/04/2023,APRIL
Miscellaneous,7,208,07/04/2023,APRIL
Miscellaneous,9,100,09/04/2023,APRIL
Miscellaneous,10,35,10/04/2023,APRIL
Miscellaneous,17,50,17/04/2023,APRIL
Miscellaneous,20,15,20/04/2023,APRIL
Miscellaneous,28,150,28/04/2023,APRIL
Apple Subscriptions,1,,01/04/2023,APRIL
Apple Subscriptions,26,12.82,26/04/2023,APRIL
Google 1,1,,01/04/2023,APRIL
Google 1,10,9,10/04/2023,APRIL
Netflix,1,,01/04/2023,APRIL
Netflix,22,101.74,22/04/2023,APRIL
Amuse,1,,01/04/2023,APRIL
electricity,1,,01/04/2023,APRIL
Account Charges,1,,01/04/2023,APRIL
Account Charges,20,5,20/04/2023,APRIL
Account Charges,23,3,23/04/2023,APRIL
Account Charges,28,6,28/04/2023,APRIL
Rent,3,,03/05/2023,MAY
Rent,4,,04/05/2023,MAY
Rent,5,,05/05/2023,MAY
Rent,6,,06/05/2023,MAY
Rent,7,,07/05/2023,MAY
Rent,8,,08/05/2023,MAY
Rent,9,,09/05/2023,MAY
Rent,10,,10/05/2023,MAY
Rent,11,,11/05/2023,MAY
Rent,12,,12/05/2023,MAY
Rent,13,,13/05/2023,MAY
Rent,14,,14/05/2023,MAY
Rent,15,,15/05/2023,MAY
Rent,16,,16/05/2023,MAY
Rent,17,,17/05/2023,MAY
Rent,18,,18/05/2023,MAY
Rent,19,,19/05/2023,MAY
Rent,20,,20/05/2023,MAY
Rent,21,,21/05/2023,MAY
Rent,22,,22/05/2023,MAY
Rent,23,,23/05/2023,MAY
Rent,24,,24/05/2023,MAY
Rent,25,,25/05/2023,MAY
Rent,26,,26/05/2023,MAY
Rent,27,,27/05/2023,MAY
Rent,28,,28/05/2023,MAY
Rent,29,,29/05/2023,MAY
Rent,30,,30/05/2023,MAY
Rent,31,,31/05/2023,MAY
Data,3,,03/05/2023,MAY
Data,4,,04/05/2023,MAY
Data,5,,05/05/2023,MAY
Data,6,300,06/05/2023,MAY
Data,7,,07/05/2023,MAY
Data,8,,08/05/2023,MAY
Data,9,,09/05/2023,MAY
Data,10,,10/05/2023,MAY
Data,11,,11/05/2023,MAY
Data,12,,12/05/2023,MAY
Data,13,,13/05/2023,MAY
Data,14,,14/05/2023,MAY
Data,15,,15/05/2023,MAY
Data,16,,16/05/2023,MAY
Data,17,,17/05/2023,MAY
Data,18,,18/05/2023,MAY
Data,19,,19/05/2023,MAY
Data,20,,20/05/2023,MAY
Data,21,,21/05/2023,MAY
Data,22,,22/05/2023,MAY
Data,23,,23/05/2023,MAY
Data,24,,24/05/2023,MAY
Data,25,,25/05/2023,MAY
Data,26,,26/05/2023,MAY
Data,27,,27/05/2023,MAY
Data,28,,28/05/2023,MAY
Data,29,,29/05/2023,MAY
Data,30,,30/05/2023,MAY
Data,31,,31/05/2023,MAY
Hair / Gym,3,,03/05/2023,MAY
Hair / Gym,4,,04/05/2023,MAY
Hair / Gym,5,,05/05/2023,MAY
Hair / Gym,6,,06/05/2023,MAY
Hair / Gym,7,,07/05/2023,MAY
Hair / Gym,8,,08/05/2023,MAY
Hair / Gym,9,,09/05/2023,MAY
Hair / Gym,10,,10/05/2023,MAY
Hair / Gym,11,,11/05/2023,MAY
Hair / Gym,12,,12/05/2023,MAY
Hair / Gym,13,,13/05/2023,MAY
Hair / Gym,14,,14/05/2023,MAY
Hair / Gym,15,,15/05/2023,MAY
Hair / Gym,16,,16/05/2023,MAY
Hair / Gym,17,,17/05/2023,MAY
Hair / Gym,18,,18/05/2023,MAY
Hair / Gym,19,,19/05/2023,MAY
Hair / Gym,20,,20/05/2023,MAY
Hair / Gym,21,,21/05/2023,MAY
Hair / Gym,22,,22/05/2023,MAY
Hair / Gym,23,,23/05/2023,MAY
Hair / Gym,24,,24/05/2023,MAY
Hair / Gym,25,,25/05/2023,MAY
Hair / Gym,26,,26/05/2023,MAY
Hair / Gym,27,,27/05/2023,MAY
Hair / Gym,28,,28/05/2023,MAY
Hair / Gym,29,,29/05/2023,MAY
Hair / Gym,30,,30/05/2023,MAY
Hair / Gym,31,,31/05/2023,MAY
Food,1,40,01/05/2023,MAY
Food,2,8,02/05/2023,MAY
Food,3,100,03/05/2023,MAY
Food,4,5,04/05/2023,MAY
Food,5,5,05/05/2023,MAY
Food,6,141,06/05/2023,MAY
Food,7,10,07/05/2023,MAY
Food,8,5,08/05/2023,MAY
Food,9,22,09/05/2023,MAY
Food,10,7,10/05/2023,MAY
Food,11,7,11/05/2023,MAY
Food,12,8.5,12/05/2023,MAY
Food,13,34,13/05/2023,MAY
Food,14,16,14/05/2023,MAY
Food,15,7,15/05/2023,MAY
Food,16,8,16/05/2023,MAY
Food,17,18,17/05/2023,MAY
Food,18,7,18/05/2023,MAY
Food,19,140,19/05/2023,MAY
Food,20,50,20/05/2023,MAY
Food,21,125,21/05/2023,MAY
Food,22,165,22/05/2023,MAY
Food,23,9,23/05/2023,MAY
Food,24,16,24/05/2023,MAY
Food,25,17,25/05/2023,MAY
Food,26,20,26/05/2023,MAY
Food,27,89,27/05/2023,MAY
Food,28,10,28/05/2023,MAY
Food,29,5,29/05/2023,MAY
Food,30,10,30/05/2023,MAY
Food,31,8,31/05/2023,MAY
Healthcare,3,,03/05/2023,MAY
Healthcare,4,,04/05/2023,MAY
Healthcare,5,,05/05/2023,MAY
Healthcare,6,52,06/05/2023,MAY
Healthcare,7,,07/05/2023,MAY
Healthcare,8,,08/05/2023,MAY
Healthcare,9,,09/05/2023,MAY
Healthcare,10,,10/05/2023,MAY
Healthcare,11,,11/05/2023,MAY
Healthcare,12,,12/05/2023,MAY
Healthcare,13,,13/05/2023,MAY
Healthcare,14,,14/05/2023,MAY
Healthcare,15,,15/05/2023,MAY
Healthcare,16,,16/05/2023,MAY
Healthcare,17,,17/05/2023,MAY
Healthcare,19,,19/05/2023,MAY
Healthcare,20,,20/05/2023,MAY
Healthcare,21,,21/05/2023,MAY
Healthcare,22,,22/05/2023,MAY
Healthcare,23,,23/05/2023,MAY
Healthcare,24,,24/05/2023,MAY
Healthcare,25,,25/05/2023,MAY
Healthcare,26,,26/05/2023,MAY
Healthcare,27,,27/05/2023,MAY
Healthcare,28,,28/05/2023,MAY
Healthcare,29,,29/05/2023,MAY
Healthcare,30,,30/05/2023,MAY
Healthcare,31,,31/05/2023,MAY
Clothes/ Shoes/ Jewelry ,1,,01/05/2023,MAY
Clothes/ Shoes/ Jewelry ,2,,02/05/2023,MAY
Clothes/ Shoes/ Jewelry ,3,,03/05/2023,MAY
Clothes/ Shoes/ Jewelry ,4,,04/05/2023,MAY
Clothes/ Shoes/ Jewelry ,5,,05/05/2023,MAY
Clothes/ Shoes/ Jewelry ,6,,06/05/2023,MAY
Clothes/ Shoes/ Jewelry ,7,,07/05/2023,MAY
Clothes/ Shoes/ Jewelry ,8,,08/05/2023,MAY
Clothes/ Shoes/ Jewelry ,9,,09/05/2023,MAY
Clothes/ Shoes/ Jewelry ,10,,10/05/2023,MAY
Clothes/ Shoes/ Jewelry ,11,,11/05/2023,MAY
Clothes/ Shoes/ Jewelry ,12,,12/05/2023,MAY
Clothes/ Shoes/ Jewelry ,13,,13/05/2023,MAY
Clothes/ Shoes/ Jewelry ,14,,14/05/2023,MAY
Clothes/ Shoes/ Jewelry ,15,,15/05/2023,MAY
Clothes/ Shoes/ Jewelry ,16,,16/05/2023,MAY
Clothes/ Shoes/ Jewelry ,17,,17/05/2023,MAY
Clothes/ Shoes/ Jewelry ,18,,18/05/2023,MAY
Clothes/ Shoes/ Jewelry ,19,,19/05/2023,MAY
Clothes/ Shoes/ Jewelry ,20,,20/05/2023,MAY
Clothes/ Shoes/ Jewelry ,21,,21/05/2023,MAY
Clothes/ Shoes/ Jewelry ,22,,22/05/2023,MAY
Clothes/ Shoes/ Jewelry ,23,,23/05/2023,MAY
Clothes/ Shoes/ Jewelry ,24,,24/05/2023,MAY
Clothes/ Shoes/ Jewelry ,25,,25/05/2023,MAY
Clothes/ Shoes/ Jewelry ,26,,26/05/2023,MAY
Clothes/ Shoes/ Jewelry ,27,,27/05/2023,MAY
Clothes/ Shoes/ Jewelry ,28,,28/05/2023,MAY
Clothes/ Shoes/ Jewelry ,29,290,29/05/2023,MAY
Clothes/ Shoes/ Jewelry ,30,,30/05/2023,MAY
Clothes/ Shoes/ Jewelry ,31,,31/05/2023,MAY
Outings,1,,01/05/2023,MAY
Outings,2,,02/05/2023,MAY
Outings,3,,03/05/2023,MAY
Outings,4,,04/05/2023,MAY
Outings,5,,05/05/2023,MAY
Outings,6,,06/05/2023,MAY
Outings,7,,07/05/2023,MAY
Outings,8,,08/05/2023,MAY
Outings,9,,09/05/2023,MAY
Outings,10,,10/05/2023,MAY
Outings,11,,11/05/2023,MAY
Outings,12,,12/05/2023,MAY
Outings,13,,13/05/2023,MAY
Outings,14,,14/05/2023,MAY
Outings,15,,15/05/2023,MAY
Outings,16,,16/05/2023,MAY
Outings,17,,17/05/2023,MAY
Outings,18,,18/05/2023,MAY
Outings,19,,19/05/2023,MAY
Outings,20,,20/05/2023,MAY
Outings,21,,21/05/2023,MAY
Outings,22,,22/05/2023,MAY
Outings,23,,23/05/2023,MAY
Outings,24,,24/05/2023,MAY
Outings,25,,25/05/2023,MAY
Outings,26,,26/05/2023,MAY
Outings,27,100,27/05/2023,MAY
Outings,28,,28/05/2023,MAY
Outings,29,,29/05/2023,MAY
Outings,30,,30/05/2023,MAY
Outings,31,,31/05/2023,MAY
Toiletries/Groceries,1,,01/05/2023,MAY
Toiletries/Groceries,2,39,02/05/2023,MAY
Toiletries/Groceries,3,,03/05/2023,MAY
Toiletries/Groceries,4,137.95,04/05/2023,MAY
Toiletries/Groceries,5,,05/05/2023,MAY
Toiletries/Groceries,6,50.49,06/05/2023,MAY
Toiletries/Groceries,7,23,07/05/2023,MAY
Toiletries/Groceries,8,,08/05/2023,MAY
Toiletries/Groceries,9,,09/05/2023,MAY
Toiletries/Groceries,10,,10/05/2023,MAY
Toiletries/Groceries,11,,11/05/2023,MAY
Toiletries/Groceries,12,,12/05/2023,MAY
